8	ba
㦟	mai
㦡	le
㦢	jie
㦣	wei
㦤	yi
㦥	xuan
㦦	xi
㦧	can
㦨	lan
㦩	yin
㦪	xie
㦫	za
㦬	luo
㦭	ling
㦮	qian
㦯	huo
㦰	jian
㦱	wo
㦴	ge
㦵	zhu
㦶	die
㦷	yong
㦸	ji
㦹	yang
㦺	ru
㦻	xi
㦼	shuang
㦽	yu
㦾	yi
㦿	qian
㧀	ji
㧁	qu
㧂	tian
㧃	shou
㧄	qian
㧅	mu
㧆	jin
㧇	mao
㧈	yin
㧉	gai
㧊	po
㧋	xuan
㧌	mao
㧍	fang
㧎	ya
㧏	gang
㧐	song
㧑	hui
㧒	yu
㧓	gua
㧔	guai
㧕	liu
㧖	e
㧗	zi
㧘	zi
㧙	bi
㧚	wa
㧜	lie
㧟	kuai
㧡	hai
㧢	yin
㧣	zhu
㧤	chong
㧥	xian
㧦	xuan
㧨	qiu
㧩	pei
㧪	gui
㧫	er
㧬	gong
㧭	qiong
㧮	hu
㧯	lao
㧰	li
㧱	chen
㧲	san
㧳	zhuo
㧴	wo
㧵	pou
㧶	keng
㧷	tun
㧸	peng
㧹	te
㧺	ta
㧻	zhuo
㧼	biao
㧽	gu
㧾	hu
㨀	bing
㨁	zhi
㨂	dong
㨃	dui
㨄	zhou
㨅	nei
㨆	lin
㨇	po
㨈	ji
㨉	min
㨊	wei
㨋	che
㨌	gou
㨍	bang
㨎	ru
㨏	tan
㨐	bu
㨑	zong
㨒	kui
㨓	lao
㨔	han
㨕	ying
㨖	zhi
㨗	jie
㨘	xing
㨙	xie
㨚	xun
㨛	shan
㨜	qian
㨝	xie
㨞	su
㨟	hai
㨠	mi
㨡	hun
㨢	pi
㨤	hui
㨥	na
㨦	song
㨧	ben
㨨	chou
㨩	jie
㨪	huang
㨫	lan
㨭	hu
㨮	dou
㨯	huo
㨰	gun
㨱	yao
㨲	ce
㨳	gui
㨴	jian
㨵	jian
㨶	dao
㨷	jin
㨸	ma
㨹	hui
㨺	mian
㨻	can
㨼	lve
㨽	pi
㨾	yang
㨿	ju
㩀	ju
㩁	que
㩃	qian
㩄	shai
㩆	jiu
㩇	huo
㩈	yun
㩉	da
㩊	xuan
㩋	xiao
㩌	fei
㩍	ce
㩎	ye
㩐	den
㩒	qin
㩓	hui
㩔	tun
㩖	qiang
㩗	xi
㩘	ni
㩙	sai
㩚	meng
㩛	tuan
㩜	lan
㩝	hao
㩞	ci
㩟	zhai
㩠	ao
㩡	luo
㩢	mie
㩤	fu
㩦	xie
㩧	bo
㩨	hui
㩩	qing
㩪	xie
㩭	bo
㩮	qian
㩯	po
㩰	jiao
㩱	jue
㩲	kun
㩳	song
㩴	ju
㩵	e
㩶	nie
㩷	qian
㩸	die
㩹	die
㩻	qi
㩼	zhi
㩽	qi
㩾	zhui
㩿	ku
㪀	yu
㪁	qin
㪂	ku
㪃	he
㪄	fu
㪆	di
㪇	xian
㪈	gui
㪉	he
㪊	qun
㪋	han
㪌	tong
㪍	bo
㪎	shan
㪏	bi
㪐	lu
㪑	ye
㪒	ni
㪓	chuai
㪔	san
㪕	diao
㪖	lu
㪗	tou
㪘	lian
㪙	ke
㪚	san
㪛	zhen
㪜	chuai
㪝	lian
㪞	mao
㪠	qian
㪡	kai
㪢	shao
㪣	xiao
㪤	bi
㪥	zha
㪦	yin
㪧	xi
㪨	shan
㪩	su
㪪	sa
㪫	rui
㪬	chuo
㪭	lu
㪮	ling
㪯	cha
㪱	huan
㪴	jia
㪵	ban
㪶	hu
㪷	dou
㪹	lou
㪺	ju
㪻	juan
㪼	ke
㪽	suo
㪾	luo
㪿	zhe
㫀	ding
㫁	duan
㫂	zhu
㫃	yan
㫄	pang
㫅	cha
㫊	yi
㫍	you
㫎	hui
㫏	yao
㫐	yao
㫑	zhi
㫒	gong
㫓	qi
㫔	gen
㫗	hou
㫘	mi
㫙	fu
㫚	hu
㫛	guang
㫜	tan
㫝	di
㫟	yan
㫢	qu
㫤	chang
㫥	ming
㫦	tao
㫧	bao
㫨	an
㫫	xian
㫯	mao
㫰	lang
㫱	nan
㫲	bei
㫳	chen
㫵	fei
㫶	zhou
㫷	ji
㫸	jie
㫹	shu
㫻	kun
㫼	die
㫽	lu
㬂	yu
㬃	tai
㬄	chan
㬅	man
㬆	min
㬇	huan
㬈	wen
㬉	nuan
㬊	huan
㬋	hou
㬌	jing
㬍	bo
㬎	xian
㬏	li
㬐	jin
㬒	mang
㬓	piao
㬔	hao
㬕	yang
㬗	xian
㬘	su
㬙	wei
㬚	che
㬛	xi
㬜	jin
㬝	ceng
㬞	he
㬟	fen
㬠	shai
㬡	ling
㬣	dui
㬤	qi
㬥	pu
㬦	yue
㬧	bo
㬩	hui
㬪	die
㬫	yan
㬬	ju
㬭	jiao
㬮	nan
㬯	lie
㬰	yu
㬱	ti
㬲	tian
㬳	wu
㬴	hong
㬵	xiao
㬶	hao
㬸	tiao
㬹	zheng
㬻	huang
㬼	fu
㬿	tun
㭁	reng
㭂	jiao
㭄	xin
㭇	yuan
㭈	jue
㭉	hua
㭋	bang
㭌	mou
㭎	gang
㭏	wei
㭑	mei
㭒	si
㭓	bian
㭔	lu
㭕	qu
㭘	ge
㭙	zhe
㭚	lv
㭛	pai
㭜	rong
㭝	qiu
㭞	lie
㭟	gong
㭠	xian
㭡	xi
㭢	xin
㭤	niao
㭨	xie
㭩	lie
㭪	fu
㭫	cuo
㭬	zhuo
㭭	ba
㭮	zuo
㭯	zhe
㭰	zui
㭱	he
㭲	ji
㭴	jian
㭸	tu
㭹	xian
㭺	yan
㭻	tang
㭼	ta
㭽	di
㭾	jue
㭿	ang
㮀	han
㮁	xiao
㮂	ju
㮃	wei
㮄	bang
㮅	zhui
㮆	nie
㮇	tian
㮈	nai
㮋	you
㮌	mian
㮏	nai
㮐	sheng
㮑	cha
㮒	yan
㮓	gen
㮔	chong
㮕	ruan
㮖	jia
㮗	qin
㮘	mao
㮙	e
㮚	li
㮛	chi
㮜	zang
㮝	he
㮞	jie
㮟	nian
㮡	guan
㮢	hou
㮣	gai
㮥	ben
㮦	suo
㮧	wu
㮨	ji
㮩	xi
㮪	qiong
㮫	he
㮬	weng
㮭	xian
㮮	jie
㮯	hun
㮰	pi
㮱	shen
㮲	chou
㮳	zhen
㮵	zhan
㮶	shuo
㮷	ji
㮸	song
㮹	zhi
㮺	ben
㮾	lang
㮿	bi
㯀	xuan
㯁	pei
㯂	dai
㯄	zhi
㯅	pi
㯆	chan
㯇	bi
㯈	su
㯉	huo
㯊	hen
㯋	jiong
㯌	chuan
㯍	jiang
㯎	nen
㯏	gu
㯐	fang
㯓	ta
㯔	cui
㯕	xi
㯖	de
㯗	xian
㯘	kuan
㯙	zhe
㯚	ta
㯛	hu
㯜	cui
㯝	lu
㯞	juan
㯟	lu
㯠	qian
㯡	pao
㯢	zhen
㯤	li
㯥	cao
㯦	qi
㯩	ti
㯪	ling
㯫	qu
㯬	lian
㯭	lu
㯮	shu
㯯	gong
㯰	zhe
㯱	pao
㯲	jin
㯳	qing
㯶	zong
㯷	pu
㯸	jin
㯹	biao
㯺	jian
㯻	gun
㯾	zao
㯿	lie
㰀	li
㰁	luo
㰂	shen
㰃	mian
㰄	jian
㰅	di
㰆	bei
㰈	lian
㰊	xian
㰋	pin
㰌	que
㰍	long
㰎	zui
㰐	jue
㰑	shan
㰒	xue
㰔	xie
㰖	lan
㰗	qi
㰘	yi
㰙	nuo
㰚	li
㰛	yue
㰝	yi
㰞	chi
㰟	ji
㰠	hang
㰡	xie
㰢	keng
㰣	zi
㰤	he
㰥	xi
㰦	qu
㰧	hai
㰨	xia
㰩	hai
㰪	gui
㰫	chan
㰬	xun
㰭	xu
㰮	shen
㰯	kou
㰰	xia
㰱	sha
㰲	yu
㰳	ya
㰴	pou
㰵	zu
㰶	you
㰷	zi
㰸	lian
㰹	xian
㰺	xia
㰻	yi
㰼	sha
㰽	yan
㰾	jiao
㰿	xi
㱀	chi
㱁	shi
㱂	kang
㱃	yin
㱄	hei
㱅	yi
㱆	xi
㱇	se
㱈	jin
㱉	ye
㱊	you
㱋	que
㱌	ye
㱍	luan
㱎	kun
㱏	zheng
㱔	xie
㱖	cui
㱗	xiu
㱘	an
㱙	xiu
㱚	can
㱛	chuan
㱜	zha
㱞	yi
㱟	pi
㱠	ku
㱡	sheng
㱢	lang
㱣	tui
㱤	xi
㱥	ling
㱦	qi
㱧	wo
㱨	lian
㱩	du
㱪	men
㱫	lan
㱬	wei
㱭	duan
㱮	kuai
㱯	ai
㱰	zai
㱱	hui
㱲	yi
㱳	mo
㱴	zi
㱵	fen
㱶	peng
㱸	bi
㱹	li
㱺	lu
㱻	luo
㱼	hai
㱽	zhen
㱾	gai
㱿	que
㲀	zhen
㲁	kong
㲂	cheng
㲃	jiu
㲄	jue
㲅	ji
㲆	ling
㲈	shao
㲉	que
㲊	rui
㲋	chuo
㲌	neng
㲍	zhi
㲎	lou
㲏	pao
㲒	bao
㲓	rong
㲔	xian
㲕	lei
㲖	xiao
㲗	fu
㲘	qu
㲚	sha
㲛	zhi
㲜	tan
㲝	rong
㲞	su
㲟	ying
㲠	mao
㲡	nai
㲢	bian
㲤	shuai
㲥	tang
㲦	han
㲧	sao
㲨	rong
㲪	deng
㲫	pu
㲬	jiao
㲭	tan
㲯	ran
㲰	ning
㲱	lie
㲲	die
㲳	die
㲴	zhong
㲶	lv
㲷	dan
㲸	xi
㲹	gui
㲺	ji
㲻	ni
㲼	yi
㲽	nian
㲾	yu
㲿	wang
㳀	guo
㳁	ze
㳂	yan
㳃	cui
㳄	xian
㳅	jiao
㳆	tou
㳇	fu
㳈	pei
㳊	you
㳋	qiu
㳌	ya
㳍	bu
㳎	bian
㳏	shi
㳐	zha
㳑	yi
㳒	bian
㳔	dui
㳕	lan
㳖	yi
㳗	chai
㳘	chong
㳙	xuan
㳚	xu
㳛	yu
㳜	xiu
㳠	ta
㳡	guo
㳥	long
㳦	xie
㳧	che
㳨	jian
㳩	tan
㳪	pi
㳫	zan
㳬	xuan
㳭	xian
㳮	niao
㳴	mi
㳵	ji
㳶	nou
㳷	hu
㳸	hua
㳹	wang
㳺	you
㳻	ze
㳼	bi
㳽	mi
㳾	qiang
㳿	xie
㴀	fan
㴁	yi
㴂	tan
㴃	lei
㴄	yong
㴆	jin
㴇	she
㴈	yin
㴉	ji
㴋	su
㴎	nai
㴏	wang
㴐	mian
㴑	su
㴒	yi
㴓	shai
㴔	xi
㴕	ji
㴖	luo
㴗	you
㴘	mao
㴙	zha
㴚	sui
㴛	zhi
㴜	bian
㴝	li
㴥	qiao
㴦	guan
㴧	xi
㴨	zhen
㴩	yong
㴪	nie
㴫	jun
㴬	xie
㴭	yao
㴮	xie
㴯	zhi
㴰	neng
㴲	si
㴳	long
㴴	chen
㴵	mi
㴶	que
㴷	dan
㴸	shan
㴼	su
㴽	xie
㴾	bo
㴿	ding
㵀	zu
㵂	shu
㵃	she
㵄	han
㵅	tan
㵆	gao
㵊	na
㵋	mi
㵌	xun
㵍	men
㵎	jian
㵏	cui
㵐	jue
㵑	he
㵒	fei
㵓	shi
㵔	che
㵕	shen
㵖	nv
㵗	ping
㵘	man
㵝	yi
㵞	chou
㵠	ku
㵡	bao
㵢	lei
㵣	ke
㵤	sha
㵥	bi
㵦	sui
㵧	ge
㵨	pi
㵩	yi
㵪	xian
㵫	ni
㵬	ying
㵭	zhu
㵮	chun
㵯	feng
㵰	xu
㵱	piao
㵲	wu
㵳	liao
㵴	cang
㵵	zou
㵶	zuo
㵷	bian
㵸	yao
㵹	huan
㵺	pai
㵻	xiu
㵽	lei
㵾	qing
㵿	xiao
㶀	jiao
㶁	guo
㶄	yan
㶅	xue
㶆	zhu
㶇	heng
㶈	ying
㶉	xi
㶌	lian
㶍	xian
㶎	huan
㶏	yin
㶑	lian
㶒	shan
㶓	cang
㶔	bei
㶕	jian
㶖	shu
㶗	fan
㶘	dian
㶚	ba
㶛	yu
㶞	nang
㶟	lei
㶠	yi
㶡	dai
㶣	chan
㶤	chao
㶥	gan
㶦	jin
㶧	nen
㶫	liao
㶬	mo
㶭	you
㶯	liu
㶰	han
㶲	yong
㶳	jin
㶴	chi
㶵	ren
㶶	nong
㶹	hong
㶺	tian
㶼	ai
㶽	gua
㶾	biao
㶿	bo
㷀	qiong
㷂	shu
㷃	chui
㷄	hui
㷅	chao
㷆	fu
㷇	hui
㷈	e
㷉	wei
㷊	fen
㷋	tan
㷍	lun
㷎	he
㷏	yong
㷐	hui
㷒	yu
㷓	zong
㷔	yan
㷕	qiu
㷖	zhao
㷗	jiong
㷘	tai
㷟	tui
㷠	lin
㷡	jiong
㷢	zha
㷣	xing
㷤	hu
㷦	xu
㷪	cui
㷫	qing
㷬	mo
㷮	zao
㷯	beng
㷰	chi
㷳	yan
㷴	ge
㷵	mo
㷶	bei
㷷	juan
㷸	die
㷹	zhao
㷻	wu
㷼	yan
㷾	jue
㷿	xian
㸀	tai
㸁	han
㸃	dian
㸄	ji
㸅	jie
㸆	kao
㸇	zuan
㸉	xie
㸊	lai
㸋	fan
㸌	huo
㸍	xi
㸎	nie
㸏	mi
㸐	ran
㸑	cuan
㸒	yin
㸓	mi
㸕	jue
㸖	qu
㸗	tong
㸘	wan
㸙	zhe
㸚	li
㸛	shao
㸜	kong
㸝	xian
㸞	zhe
㸟	zhi
㸠	tiao
㸡	shu
㸢	bei
㸣	ye
㸤	pian
㸥	chan
㸦	hu
㸧	ken
㸨	jiu
㸩	an
㸪	chun
㸫	qian
㸬	bei
㸭	ba
㸮	fen
㸯	ke
㸰	tuo
㸱	tuo
㸲	zuo
㸳	ling
㸵	gui
㸶	yan
㸷	shi
㸸	hou
㸹	lie
㸺	sha
㸻	si
㸽	bei
㸾	ren
㸿	du
㹀	bo
㹁	liang
㹂	qian
㹃	fei
㹄	ji
㹅	zong
㹆	hui
㹇	he
㹈	li
㹉	yuan
㹊	yue
㹋	xiu
㹌	chan
㹍	di
㹎	lei
㹏	jin
㹐	chong
㹑	si
㹒	pu
㹓	yao
㹔	jiang
㹕	huan
㹖	huan
㹗	tao
㹘	ru
㹙	weng
㹚	ying
㹛	rao
㹜	yin
㹝	shi
㹞	yin
㹟	jue
㹠	tun
㹡	xuan
㹢	jia
㹣	zhong
㹤	qie
㹥	zhu
㹦	diao
㹨	you
㹫	yi
㹬	shi
㹭	yi
㹮	mo
㹱	que
㹲	xiao
㹳	wu
㹴	geng
㹵	ying
㹶	ting
㹷	shi
㹸	ni
㹹	geng
㹺	ta
㹻	wo
㹼	ju
㹽	chan
㹾	piao
㹿	zhuo
㺀	hu
㺁	nao
㺂	yan
㺃	gou
㺄	yu
㺅	hou
㺇	si
㺈	chi
㺉	hu
㺊	yang
㺋	weng
㺌	xian
㺍	pin
㺎	rong
㺏	lou
㺐	lao
㺑	shan
㺒	xiao
㺓	ze
㺔	hai
㺕	fan
㺖	han
㺗	chan
㺘	zhan
㺚	ta
㺛	zhu
㺜	nong
㺝	han
㺞	yu
㺟	zhuo
㺠	you
㺡	li
㺢	huo
㺣	xi
㺤	xian
㺥	chan
㺦	lian
㺨	si
㺩	jiu
㺪	pu
㺫	qiu
㺬	gong
㺭	zi
㺮	yu
㺱	reng
㺲	niu
㺳	mei
㺴	ba
㺵	jiu
㺷	xu
㺸	ping
㺹	bian
㺺	mao
㺿	yi
㻀	yu
㻂	ping
㻃	qu
㻄	bao
㻅	hui
㻉	bu
㻊	mang
㻋	la
㻌	tu
㻍	wu
㻎	li
㻏	ling
㻑	ji
㻒	jun
㻓	zou
㻔	duo
㻕	jue
㻖	dai
㻗	bei
㻝	la
㻞	bin
㻟	sui
㻠	tu
㻡	xue
㻧	duo
㻪	sui
㻫	bi
㻬	tu
㻭	se
㻮	can
㻯	tu
㻰	mian
㻱	jin
㻲	lv
㻵	zhan
㻶	bi
㻷	ji
㻸	zen
㻹	xuan
㻺	li
㻽	sui
㻾	yong
㻿	shu
㼂	e
㼇	qiong
㼈	luo
㼉	zhen
㼊	tun
㼋	gu
㼌	yu
㼍	lei
㼎	bo
㼏	nei
㼐	pian
㼑	lian
㼒	tang
㼓	lian
㼔	wen
㼕	dang
㼖	li
㼗	ting
㼘	wa
㼙	zhou
㼚	gang
㼛	xing
㼜	ang
㼝	fan
㼞	peng
㼟	bo
㼠	tuo
㼡	shu
㼢	yi
㼣	bo
㼤	qie
㼥	tou
㼦	gong
㼧	tong
㼨	han
㼩	cheng
㼪	jie
㼫	huan
㼬	xing
㼭	dian
㼮	chai
㼯	dong
㼰	pi
㼱	ruan
㼲	lie
㼳	sheng
㼴	ou
㼵	di
㼶	yu
㼷	chuan
㼸	rong
㼹	kang
㼺	tang
㼻	cong
㼼	piao
㼽	chuang
㼾	lu
㼿	tong
㽀	zheng
㽁	li
㽂	sa
㽃	pan
㽄	si
㽆	dang
㽇	hu
㽈	yi
㽉	xian
㽊	xie
㽋	luo
㽌	liu
㽎	tan
㽏	gan
㽑	tan
㽕	you
㽖	nan
㽘	gang
㽙	jun
㽚	chi
㽛	gou
㽜	wan
㽝	li
㽞	liu
㽟	lie
㽠	xia
㽡	bei
㽢	an
㽣	yu
㽤	ju
㽥	rou
㽦	xun
㽧	zi
㽨	cuo
㽩	can
㽪	zeng
㽫	yong
㽬	fu
㽭	ruan
㽯	xi
㽰	shu
㽱	jiao
㽲	jiao
㽳	xu
㽴	zhang
㽷	shui
㽸	chen
㽹	fan
㽺	ji
㽻	zhi
㽽	gu
㽾	wu
㾀	qie
㾁	shu
㾂	hai
㾃	tuo
㾄	du
㾅	zi
㾆	ran
㾇	mu
㾈	fu
㾉	ling
㾊	ji
㾋	xiu
㾌	xuan
㾍	nai
㾎	ya
㾏	jie
㾐	li
㾑	da
㾒	ru
㾓	yuan
㾔	lv
㾕	shen
㾖	li
㾗	liang
㾘	geng
㾙	xin
㾚	xie
㾛	qin
㾜	qie
㾝	che
㾞	you
㾟	bu
㾠	kuang
㾡	que
㾢	ai
㾣	qin
㾤	qiang
㾥	chu
㾦	pei
㾧	kuo
㾨	yi
㾩	guai
㾪	sheng
㾫	pian
㾭	zhou
㾮	huang
㾯	hui
㾰	hu
㾱	bei
㾴	zha
㾵	ji
㾶	gu
㾷	xi
㾸	gao
㾹	chai
㾺	ma
㾻	zhu
㾼	tui
㾽	zhui
㾾	xian
㾿	lang
㿃	zhi
㿄	ai
㿅	xian
㿆	guo
㿇	xi
㿉	tui
㿊	can
㿋	sao
㿌	xian
㿍	jie
㿎	fen
㿏	qun
㿑	yao
㿒	dao
㿓	jia
㿔	lei
㿕	yan
㿖	lu
㿗	tui
㿘	ying
㿙	pi
㿚	luo
㿛	li
㿜	bie
㿞	mao
㿟	bai
㿠	huang
㿢	yao
㿣	he
㿤	chun
㿥	he
㿦	ning
㿧	chou
㿨	li
㿩	tang
㿪	huan
㿫	bi
㿬	ba
㿭	che
㿮	yang
㿯	da
㿰	ao
㿱	xue
㿳	zi
㿴	da
㿵	ran
㿶	bang
㿷	cuo
㿸	wan
㿹	ta
㿺	bao
㿻	gan
㿼	yan
㿽	xi
㿾	zhu
㿿	ya
䀀	fan
䀁	you
䀂	an
䀃	tui
䀄	meng
䀅	she
䀆	jin
䀇	gu
䀈	ji
䀉	qiao
䀊	jiao
䀋	yan
䀌	xi
䀍	kan
䀎	mian
䀏	xuan
䀐	shan
䀑	wo
䀒	qian
䀓	huan
䀔	ren
䀕	zhen
䀖	tian
䀗	jue
䀘	xie
䀙	qi
䀚	ang
䀛	mei
䀜	gu
䀞	tao
䀟	fan
䀠	ju
䀡	chan
䀢	shun
䀣	bi
䀤	mao
䀥	shuo
䀦	gu
䀧	hong
䀨	hua
䀩	luo
䀪	hang
䀫	jia
䀬	quan
䀭	gai
䀮	huang
䀯	bu
䀰	gu
䀱	feng
䀲	mu
䀳	ai
䀴	ying
䀵	shun
䀶	liang
䀷	jie
䀸	chi
䀹	jie
䀺	chou
䀻	ping
䀼	chen
䀽	yan
䀾	du
䀿	di
䁁	liang
䁂	xian
䁃	biao
䁄	xing
䁅	meng
䁆	ye
䁇	mi
䁈	qi
䁉	qi
䁊	wo
䁋	xie
䁌	yu
䁍	qia
䁎	cheng
䁏	yao
䁐	ying
䁑	yang
䁒	ji
䁓	zong
䁔	xuan
䁕	min
䁖	lou
䁗	kai
䁘	yao
䁙	yan
䁚	sun
䁛	gui
䁜	huang
䁝	ying
䁞	sheng
䁟	cha
䁠	lian
䁢	xuan
䁣	chuan
䁤	che
䁥	ni
䁦	qu
䁧	miao
䁨	huo
䁩	yu
䁪	zhan
䁫	hu
䁬	ceng
䁭	biao
䁮	qian
䁯	xi
䁰	jiang
䁱	kou
䁲	mai
䁳	mang
䁴	zhan
䁵	bian
䁶	ji
䁷	jue
䁸	nang
䁹	bi
䁺	shi
䁻	shuo
䁼	mo
䁽	lie
䁾	mie
䁿	mo
䂀	xi
䂁	chan
䂂	qu
䂃	jiao
䂄	huo
䂅	xian
䂆	xu
䂇	niu
䂈	tong
䂉	hou
䂊	yu
䂌	chong
䂍	bo
䂎	zuan
䂏	diao
䂐	zhuo
䂑	ji
䂒	qia
䂔	xing
䂕	hui
䂖	shi
䂗	ku
䂙	dui
䂚	yao
䂛	yu
䂜	bang
䂝	jie
䂞	zhe
䂟	jia
䂠	shi
䂡	di
䂢	dong
䂣	ci
䂤	fu
䂥	min
䂦	zhen
䂧	zhen
䂩	yan
䂪	qiao
䂫	hang
䂬	gong
䂭	qiao
䂮	lve
䂯	guai
䂰	la
䂱	rui
䂲	fa
䂳	cuo
䂴	yan
䂵	gong
䂶	jie
䂷	guai
䂸	guo
䂹	suo
䂺	wo
䂻	zheng
䂼	nie
䂽	diao
䂾	lai
䂿	ta
䃀	cui
䃁	ya
䃂	gun
䃅	di
䃇	mian
䃈	jie
䃉	min
䃊	ju
䃋	yu
䃌	zhen
䃍	zhao
䃎	zha
䃏	xing
䃑	ban
䃒	he
䃓	gou
䃔	hong
䃕	lao
䃖	wu
䃗	bo
䃘	keng
䃙	lu
䃚	cu
䃛	lian
䃜	yi
䃝	qiao
䃞	shu
䃠	xuan
䃡	jin
䃢	qin
䃣	hui
䃤	su
䃥	chuang
䃦	dun
䃧	long
䃩	nao
䃪	tan
䃫	dan
䃬	wei
䃭	gan
䃮	da
䃯	li
䃰	ca
䃱	xian
䃲	pan
䃳	la
䃴	zhu
䃵	niao
䃶	huai
䃷	ying
䃸	xian
䃹	lan
䃺	mo
䃻	ba
䃽	gui
䃾	bi
䃿	fu
䄀	huo
䄁	yi
䄂	liu
䄄	yin
䄅	juan
䄆	huo
䄇	cheng
䄈	dou
䄉	e
䄋	yan
䄌	zhui
䄍	zha
䄎	qi
䄏	yu
䄐	quan
䄑	huo
䄒	nie
䄓	huang
䄔	ju
䄕	she
䄘	peng
䄙	ming
䄚	cao
䄛	lou
䄜	li
䄝	chuang
䄟	cui
䄠	shan
䄡	dan
䄢	qi
䄤	lai
䄥	ling
䄦	liao
䄧	reng
䄨	yu
䄩	yi
䄪	diao
䄫	qi
䄬	yi
䄭	nian
䄮	fu
䄯	jian
䄰	ya
䄱	fang
䄲	rui
䄳	xian
䄶	bi
䄷	shi
䄸	po
䄹	nian
䄺	zhi
䄻	tao
䄼	tian
䄽	tian
䄾	ru
䄿	yi
䅀	lie
䅁	an
䅂	he
䅃	qiong
䅄	li
䅅	gui
䅆	zi
䅇	su
䅈	yuan
䅉	ya
䅊	cha
䅋	wan
䅌	juan
䅍	ting
䅎	you
䅏	hui
䅐	jian
䅑	rui
䅒	mang
䅓	ju
䅔	zi
䅕	ju
䅖	an
䅗	sui
䅘	lai
䅙	hun
䅚	quan
䅛	chang
䅜	duo
䅝	kong
䅞	ne
䅟	can
䅠	ti
䅡	xu
䅢	jiu
䅣	huang
䅤	qi
䅥	jie
䅦	mao
䅧	yan
䅩	zhi
䅪	tui
䅬	ai
䅭	pang
䅮	cang
䅯	tang
䅰	en
䅱	hun
䅲	qi
䅳	chu
䅴	suo
䅵	zhuo
䅶	nou
䅷	tu
䅸	shen
䅹	lou
䅺	biao
䅻	li
䅼	man
䅽	xin
䅾	cen
䅿	huang
䆀	mei
䆁	gao
䆂	lian
䆃	dao
䆄	zhan
䆅	zi
䆈	zhi
䆉	ba
䆊	cui
䆋	qiu
䆍	long
䆎	xian
䆏	fei
䆐	guo
䆑	cheng
䆒	jiu
䆓	e
䆔	chong
䆕	yue
䆖	hong
䆗	yao
䆘	ya
䆙	yao
䆚	tong
䆛	zha
䆜	you
䆝	xue
䆞	yao
䆟	ke
䆠	huan
䆡	lang
䆢	yue
䆣	chen
䆦	shen
䆨	ning
䆩	ming
䆪	hong
䆫	chuang
䆬	yun
䆭	xuan
䆮	jin
䆯	zhuo
䆰	yu
䆱	tan
䆲	kang
䆳	qiong
䆵	cheng
䆶	jiu
䆷	xue
䆸	zheng
䆹	chong
䆺	pan
䆻	qiao
䆽	qu
䆾	lan
䆿	yi
䇀	rong
䇁	si
䇂	qian
䇃	si
䇅	fa
䇇	meng
䇈	hua
䇋	hai
䇌	qiao
䇍	chu
䇎	que
䇏	dui
䇐	li
䇑	ba
䇒	jie
䇓	xu
䇔	luo
䇖	yun
䇗	zhong
䇘	hu
䇙	yin
䇛	zhi
䇜	qian
䇞	gan
䇟	jian
䇠	zhu
䇡	zhu
䇢	ku
䇣	nie
䇤	rui
䇥	ze
䇦	ang
䇧	zhi
䇨	gong
䇩	yi
䇪	chi
䇫	ji
䇬	zhu
䇭	lao
䇮	ren
䇯	rong
䇰	zheng
䇱	na
䇲	ce
䇵	yi
䇶	jue
䇷	bie
䇸	cheng
䇹	jun
䇺	dou
䇻	wei
䇼	yi
䇽	zhe
䇾	yan
䈀	san
䈁	lun
䈂	ping
䈃	zhao
䈄	han
䈅	yu
䈆	dai
䈇	zhao
䈈	fei
䈉	sha
䈊	ling
䈋	ta
䈌	qu
䈍	mang
䈎	ye
䈏	bao
䈐	gui
䈑	gua
䈒	nan
䈓	ge
䈕	shi
䈖	ke
䈗	suo
䈘	ci
䈙	zhou
䈚	tai
䈛	kuai
䈜	qin
䈝	xu
䈞	du
䈟	ce
䈠	huan
䈡	cong
䈢	sai
䈣	zheng
䈤	qian
䈥	jin
䈦	zong
䈧	wei
䈪	xi
䈫	na
䈬	pu
䈭	sou
䈮	ju
䈯	zhen
䈰	shao
䈱	tao
䈲	ban
䈳	ta
䈴	qian
䈵	weng
䈶	rong
䈷	luo
䈸	hu
䈹	sou
䈺	zhong
䈻	pu
䈼	mie
䈽	jin
䈾	shao
䈿	mi
䉀	shu
䉁	ling
䉂	lei
䉃	jiang
䉄	leng
䉅	zhi
䉆	diao
䉈	san
䉉	gu
䉊	fan
䉋	mei
䉌	sui
䉍	jian
䉎	tang
䉏	xie
䉐	ku
䉑	wu
䉒	fan
䉓	luo
䉔	can
䉕	ceng
䉖	ling
䉗	yi
䉘	cong
䉙	yun
䉚	meng
䉛	yu
䉜	zhi
䉝	yi
䉞	dan
䉟	huo
䉠	wei
䉡	tan
䉢	se
䉣	xie
䉤	sou
䉥	song
䉦	qian
䉧	liu
䉨	yi
䉪	lei
䉫	li
䉬	fei
䉭	lie
䉮	lin
䉯	xian
䉰	xiao
䉱	ou
䉲	mi
䉳	xian
䉴	rang
䉵	zhuan
䉶	shuang
䉷	yan
䉸	bian
䉹	ling
䉺	hong
䉻	qi
䉼	liao
䉽	ban
䉾	bi
䉿	hu
䊀	hu
䊂	ce
䊃	pei
䊄	qiong
䊅	ming
䊆	jiu
䊇	bu
䊈	mei
䊉	san
䊊	wei
䊍	li
䊎	quan
䊐	hun
䊑	xiang
䊓	shi
䊔	ying
䊖	nan
䊗	huang
䊘	jiu
䊙	yan
䊛	sa
䊜	tuan
䊝	xie
䊞	zhe
䊟	men
